Rk,Date,Tm,Opp,Result,Player,Dist,Good.,Blk.
27,2013-11-17,CHI,BAL,W 23-20,Robbie Gould,30,Y,N
28,2013-11-24,SDG,KAN,W 41-38,Nick Novak,30,Y,N
29,2013-11-24,SDG,KAN,W 41-38,Nick Novak,30,Y,N
30,2013-11-24,BAL,NYJ,W 19-3,Justin Tucker,30,Y,N
31,2013-11-24,JAX,HOU,W 13-6,Josh Scobee,30,Y,N
32,2013-12-01,MIN,CHI,W 23-20,Blair Walsh,30,Y,N
33,2013-12-01,CHI,MIN,L 20-23,Robbie Gould,30,Y,N
34,2013-12-08,MIA,PIT,W 34-28,Caleb Sturgis,30,Y,N
35,2013-12-22,IND,KAN,W 23-7,Adam Vinatieri,30,Y,N
36,2013-12-23,SFO,ATL,W 34-24,Phil Dawson,30,Y,N
37,2013-12-29,PIT,CLE,W 20-7,Shaun Suisham,30,Y,N
38,2014-01-12,SDG,DEN,L 17-24,Nick Novak,30,Y,N
1,2013-09-15,OAK,JAX,W 19-9,Sebastian Janikowski,29,Y,N
2,2013-09-15,OAK,JAX,W 19-9,Sebastian Janikowski,29,Y,N
3,2013-09-15,STL,ATL,L 24-31,Greg Zuerlein,29,Y,N
4,2013-09-19,PHI,KAN,L 16-26,Alex Henery,29,Y,N
5,2013-09-22,HOU,BAL,L 9-30,Randy Bullock,29,Y,N
6,2013-09-30,NOR,MIA,W 38-17,Garrett Hartley,29,Y,N
7,2013-10-06,PHI,NYG,W 36-21,Alex Henery,29,Y,N
8,2013-10-06,KAN,TEN,W 26-17,Ryan Succop,29,Y,N
9,2013-10-13,SEA,TEN,W 20-13,Stephen Hauschka,29,Y,N
10,2013-10-24,CAR,TAM,W 31-13,Graham Gano,29,Y,N
11,2013-11-17,SFO,NOR,L 20-23,Phil Dawson,29,Y,N
12,2013-11-17,SDG,MIA,L 16-20,Nick Novak,29,Y,N
13,2013-11-24,MIN,GNB,T 26-26,Blair Walsh,29,Y,N
14,2013-11-24,STL,CHI,W 42-21,Greg Zuerlein,29,Y,N
15,2013-11-25,SFO,WAS,W 27-6,Phil Dawson,29,Y,N
16,2013-12-01,BUF,ATL,L 31-34,Dan Carpenter,29,Y,N
17,2013-12-16,BAL,DET,W 18-16,Justin Tucker,29,Y,N
18,2013-12-29,NWE,BUF,W 34-20,Stephen Gostkowski,29,Y,N
1,2013-09-15,MIN,CHI,L 30-31,Blair Walsh,28,Y,N
2,2013-09-15,GNB,WAS,W 38-20,Mason Crosby,28,Y,N
3,2013-09-15,MIN,CHI,L 30-31,Blair Walsh,28,Y,N
4,2013-09-22,BAL,HOU,W 30-9,Justin Tucker,28,Y,N
5,2013-09-22,DET,WAS,W 27-20,David Akers,28,Y,N
6,2013-09-29,PIT,MIN,L 27-34,Shaun Suisham,28,Y,N
7,2013-09-29,CHI,DET,L 32-40,Robbie Gould,28,Y,N
8,2013-09-29,IND,JAX,W 37-3,Adam Vinatieri,28,Y,N
9,2013-10-06,DEN,DAL,W 51-48,Matt Prater,28,Y,N
10,2013-10-13,NOR,NWE,L 27-30,Garrett Hartley,28,Y,N
11,2013-10-20,PIT,BAL,W 19-16,Shaun Suisham,28,Y,N
12,2013-10-20,STL,CAR,L 15-30,Greg Zuerlein,28,Y,N
13,2013-10-28,STL,SEA,L 9-14,Greg Zuerlein,28,Y,N
14,2013-11-03,ATL,CAR,L 10-34,Matt Bryant,28,Y,N
15,2013-11-17,CLE,CIN,L 20-41,Billy Cundiff,28,Y,N
16,2013-11-17,NYG,GNB,W 27-13,Josh Brown,28,Y,N
17,2013-11-24,ARI,IND,W 40-11,Jay Feely,28,N,Y
18,2013-12-22,SDG,OAK,W 26-13,Nick Novak,28,Y,N
19,2013-12-29,SEA,STL,W 27-9,Stephen Hauschka,28,Y,N
1,2013-09-08,SFO,GNB,W 34-28,Phil Dawson,27,Y,N
2,2013-09-08,SEA,CAR,W 12-7,Stephen Hauschka,27,Y,N
3,2013-09-08,TEN,PIT,W 16-9,Rob Bironas,27,Y,N
4,2013-09-15,JAX,OAK,L 9-19,Josh Scobee,27,Y,N
5,2013-09-15,CAR,BUF,L 23-24,Graham Gano,27,Y,N
6,2013-09-15,NOR,TAM,W 16-14,Garrett Hartley,27,Y,N
7,2013-09-22,PIT,CHI,L 23-40,Shaun Suisham,27,Y,N
8,2013-09-22,HOU,BAL,L 9-30,Randy Bullock,27,Y,N
9,2013-09-29,BUF,BAL,W 23-20,Dan Carpenter,27,Y,N
10,2013-09-29,BUF,BAL,W 23-20,Dan Carpenter,27,Y,N
11,2013-09-29,ARI,TAM,W 13-10,Jay Feely,27,Y,N
12,2013-10-06,PHI,NYG,W 36-21,Alex Henery,27,Y,N
13,2013-10-06,CHI,NOR,L 18-26,Robbie Gould,27,Y,N
14,2013-10-13,TAM,PHI,L 20-31,Rian Lindell,27,Y,N
15,2013-10-20,IND,DEN,W 39-33,Adam Vinatieri,27,Y,N
16,2013-10-27,NYG,PHI,W 15-7,Josh Brown,27,Y,N
17,2013-10-28,STL,SEA,L 9-14,Greg Zuerlein,27,Y,N
18,2013-11-03,KAN,BUF,W 23-13,Ryan Succop,27,Y,N
19,2013-11-03,SEA,TAM,W 27-24,Stephen Hauschka,27,Y,N
20,2013-11-04,CHI,GNB,W 27-20,Robbie Gould,27,Y,N
21,2013-11-17,SDG,MIA,L 16-20,Nick Novak,27,Y,N
22,2013-11-24,IND,ARI,L 11-40,Adam Vinatieri,27,Y,N
23,2013-11-24,GNB,MIN,T 26-26,Mason Crosby,27,Y,N
24,2013-11-24,NYJ,BAL,L 3-19,Nick Folk,27,Y,N
25,2013-11-24,DEN,NWE,L 31-34,Matt Prater,27,Y,N
26,2013-11-28,DET,GNB,W 40-10,David Akers,27,Y,N
27,2013-12-01,TAM,CAR,L 6-27,Rian Lindell,27,Y,N
28,2013-12-08,MIA,PIT,W 34-28,Caleb Sturgis,27,Y,N
29,2013-12-08,SDG,NYG,W 37-14,Nick Novak,27,Y,N
30,2013-12-09,CHI,DAL,W 45-28,Robbie Gould,27,Y,N
31,2013-12-22,SEA,ARI,L 10-17,Stephen Hauschka,27,Y,N
32,2013-12-22,SDG,OAK,W 26-13,Nick Novak,27,Y,N
33,2013-12-22,CLE,NYJ,L 13-24,Billy Cundiff,27,Y,N
34,2013-12-29,SFO,ARI,W 23-20,Phil Dawson,27,Y,N
35,2013-12-29,GNB,CHI,W 33-28,Mason Crosby,27,Y,N
36,2014-01-19,DEN,NWE,W 26-16,Matt Prater,27,Y,N
1,2013-09-08,TEN,PIT,W 16-9,Rob Bironas,26,Y,N
2,2013-09-22,BUF,NYJ,L 20-27,Dan Carpenter,26,Y,N
3,2013-09-22,GNB,CIN,L 30-34,Mason Crosby,26,Y,N
4,2013-09-29,PIT,MIN,L 27-34,Shaun Suisham,26,Y,N
5,2013-09-29,TEN,NYJ,W 38-13,Rob Bironas,26,Y,N
6,2013-10-06,GNB,DET,W 22-9,Mason Crosby,26,Y,N
7,2013-10-13,SFO,ARI,W 32-20,Phil Dawson,26,Y,N
8,2013-10-20,GNB,CLE,W 31-13,Mason Crosby,26,Y,N
9,2013-11-03,BUF,KAN,L 13-23,Dan Carpenter,26,Y,N
10,2013-11-10,GNB,PHI,L 13-27,Mason Crosby,26,Y,N
11,2013-11-10,SDG,DEN,L 20-28,Nick Novak,26,Y,N
12,2013-11-17,HOU,OAK,L 23-28,Randy Bullock,26,Y,N
13,2013-11-17,SEA,MIN,W 41-20,Stephen Hauschka,26,Y,N
14,2013-11-18,NWE,CAR,L 20-24,Stephen Gostkowski,26,Y,N
15,2013-11-24,BAL,NYJ,W 19-3,Justin Tucker,26,Y,N
16,2013-12-02,SEA,NOR,W 34-7,Stephen Hauschka,26,Y,N
17,2013-12-15,PIT,CIN,W 30-20,Shaun Suisham,26,Y,N
18,2013-12-15,NOR,STL,L 16-27,Garrett Hartley,26,N,N
19,2013-12-22,BUF,MIA,W 19-0,Dan Carpenter,26,Y,N
20,2013-12-22,ARI,SEA,W 17-10,Jay Feely,26,Y,N
21,2013-12-29,NYJ,MIA,W 20-7,Nick Folk,26,Y,N
22,2013-12-29,IND,JAX,W 30-10,Adam Vinatieri,26,Y,N
23,2014-01-11,SEA,NOR,W 23-15,Stephen Hauschka,26,Y,N
1,2013-09-05,BAL,DEN,L 27-49,Justin Tucker,25,Y,N
2,2013-09-08,STL,ARI,W 27-24,Greg Zuerlein,25,Y,N
3,2013-09-15,PHI,SDG,L 30-33,Alex Henery,25,Y,N
4,2013-09-15,CAR,BUF,L 23-24,Graham Gano,25,Y,N
5,2013-09-16,CIN,PIT,W 20-10,Mike Nugent,25,Y,N
6,2013-09-29,ATL,NWE,L 23-30,Matt Bryant,25,Y,N
7,2013-09-29,CIN,CLE,L 6-17,Mike Nugent,25,Y,N
8,2013-09-29,PHI,DEN,L 20-52,Alex Henery,25,Y,N
9,2013-09-29,CHI,DET,L 32-40,Robbie Gould,25,Y,N
10,2013-09-29,WAS,OAK,W 24-14,John Potter,25,Y,N
11,2013-10-06,MIA,BAL,L 23-26,Caleb Sturgis,25,Y,N
12,2013-10-06,BAL,MIA,W 26-23,Justin Tucker,25,Y,N
13,2013-10-13,TEN,SEA,L 13-20,Rob Bironas,25,Y,N
14,2013-10-13,NYJ,PIT,L 6-19,Nick Folk,25,Y,N
15,2013-11-03,WAS,SDG,W 30-24,Kai Forbath,25,N,Y
16,2013-11-10,PHI,GNB,W 27-13,Alex Henery,25,Y,N
17,2013-11-10,SFO,CAR,L 9-10,Phil Dawson,25,Y,N
18,2013-11-10,CHI,DET,L 19-21,Robbie Gould,25,Y,N
19,2013-11-14,TEN,IND,L 27-30,Rob Bironas,25,Y,N
20,2013-11-17,PIT,DET,W 37-27,Shaun Suisham,25,Y,N
21,2013-11-24,KAN,SDG,L 38-41,Ryan Succop,25,Y,N
22,2013-11-24,ARI,IND,W 40-11,Jay Feely,25,Y,N
23,2013-12-01,JAX,CLE,W 32-28,Josh Scobee,25,Y,N
24,2013-12-08,GNB,ATL,W 22-21,Mason Crosby,25,Y,N
25,2013-12-08,DEN,TEN,W 51-28,Matt Prater,25,Y,N
26,2013-12-08,ARI,STL,W 30-10,Jay Feely,25,N,N
27,2013-12-08,SFO,SEA,W 19-17,Phil Dawson,25,Y,N
28,2013-12-15,ARI,TEN,W 37-34,Jay Feely,25,Y,N
29,2013-12-15,PIT,CIN,W 30-20,Shaun Suisham,25,Y,N
30,2013-12-22,STL,TAM,W 23-13,Greg Zuerlein,25,Y,N
31,2013-12-22,DAL,WAS,W 24-23,Dan Bailey,25,Y,N
32,2013-12-22,DEN,HOU,W 37-13,Matt Prater,25,Y,N
33,2013-12-29,DET,MIN,L 13-14,David Akers,25,Y,N
34,2014-01-05,SFO,GNB,W 23-20,Phil Dawson,25,Y,N
35,2014-01-05,SDG,CIN,W 27-10,Nick Novak,25,Y,N
1,2013-09-15,NYG,DEN,L 23-41,Josh Brown,24,Y,N
2,2013-09-29,BAL,BUF,L 20-23,Justin Tucker,24,Y,N
3,2013-10-03,CLE,BUF,W 37-24,Billy Cundiff,24,Y,N
4,2013-10-06,KAN,TEN,W 26-17,Ryan Succop,24,Y,N
5,2013-10-06,SFO,HOU,W 34-3,Phil Dawson,24,Y,N
6,2013-10-13,PHI,TAM,W 31-20,Alex Henery,24,Y,N
7,2013-10-27,ATL,ARI,L 13-27,Matt Bryant,24,Y,N
8,2013-11-03,OAK,PHI,L 20-49,Sebastian Janikowski,24,Y,N
9,2013-11-04,CHI,GNB,W 27-20,Robbie Gould,24,Y,N
10,2013-11-10,OAK,NYG,L 20-24,Sebastian Janikowski,24,Y,N
11,2013-11-11,TAM,MIA,W 22-19,Rian Lindell,24,Y,N
12,2013-11-17,PHI,WAS,W 24-16,Alex Henery,24,Y,N
13,2013-11-17,GNB,NYG,L 13-27,Mason Crosby,24,Y,N
14,2013-11-21,ATL,NOR,L 13-17,Matt Bryant,24,Y,N
15,2013-11-24,OAK,TEN,L 19-23,Sebastian Janikowski,24,Y,N
16,2013-12-01,SFO,STL,W 23-13,Phil Dawson,24,Y,N
17,2013-12-08,CAR,NOR,L 13-31,Graham Gano,24,Y,N
18,2013-12-15,TEN,ARI,L 34-37,Rob Bironas,24,Y,N
19,2013-12-15,SEA,NYG,W 23-0,Stephen Hauschka,24,Y,N
20,2013-12-16,BAL,DET,W 18-16,Justin Tucker,24,Y,N
21,2013-12-22,SEA,ARI,L 10-17,Stephen Hauschka,24,N,N
22,2013-12-22,NOR,CAR,L 13-17,Shayne Graham,24,Y,N
23,2013-12-29,SFO,ARI,W 23-20,Phil Dawson,24,N,N
24,2014-01-05,GNB,SFO,L 20-23,Mason Crosby,24,Y,N
25,2014-01-12,CAR,SFO,L 10-23,Graham Gano,24,Y,N
1,2013-09-08,ATL,NOR,L 17-23,Matt Bryant,23,Y,N
2,2013-09-15,ARI,DET,W 25-21,Jay Feely,23,Y,N
3,2013-09-22,BUF,NYJ,L 20-27,Dan Carpenter,23,Y,N
4,2013-09-29,SDG,DAL,W 30-21,Nick Novak,23,Y,N
5,2013-09-29,DET,CHI,W 40-32,David Akers,23,Y,N
6,2013-09-29,ATL,NWE,L 23-30,Matt Bryant,23,Y,N
7,2013-10-13,NWE,NOR,W 30-27,Stephen Gostkowski,23,Y,N
8,2013-10-13,BAL,GNB,L 17-19,Justin Tucker,23,Y,N
9,2013-10-20,ATL,TAM,W 31-23,Matt Bryant,23,Y,N
10,2013-10-20,JAX,SDG,L 6-24,Josh Scobee,23,Y,N
11,2013-10-21,NYG,MIN,W 23-7,Josh Brown,23,Y,N
12,2013-11-03,MIN,DAL,L 23-27,Blair Walsh,23,Y,N
13,2013-11-04,GNB,CHI,L 20-27,Mason Crosby,23,Y,N
14,2013-11-10,NYG,OAK,W 24-20,Josh Brown,23,Y,N
15,2013-11-10,PIT,BUF,W 23-10,Shaun Suisham,23,Y,N
16,2013-11-24,MIA,CAR,L 16-20,Caleb Sturgis,23,Y,N
17,2013-11-24,TEN,OAK,W 23-19,Rob Bironas,23,Y,N
18,2013-11-24,NYG,DAL,L 21-24,Josh Brown,23,Y,N
19,2013-12-01,CAR,TAM,W 27-6,Graham Gano,23,Y,N
20,2013-12-08,NYJ,OAK,W 37-27,Nick Folk,23,Y,N
21,2013-12-09,CHI,DAL,W 45-28,Robbie Gould,23,Y,N
22,2013-12-15,NWE,MIA,L 20-24,Stephen Gostkowski,23,Y,N
23,2013-12-15,DAL,GNB,L 36-37,Dan Bailey,23,Y,N
24,2013-12-15,CHI,CLE,W 38-31,Robbie Gould,23,Y,N
25,2013-12-29,IND,JAX,W 30-10,Adam Vinatieri,23,Y,N
26,2014-01-05,SDG,CIN,W 27-10,Nick Novak,23,Y,N
1,2013-09-08,NOR,ATL,W 23-17,Garrett Hartley,22,Y,N
2,2013-09-15,MIN,CHI,L 30-31,Blair Walsh,22,Y,N
3,2013-09-29,BUF,BAL,W 23-20,Dan Carpenter,22,Y,N
4,2013-09-29,NWE,ATL,W 30-23,Stephen Gostkowski,22,Y,N
5,2013-09-29,HOU,SEA,L 20-23,Randy Bullock,22,Y,N
6,2013-09-29,IND,JAX,W 37-3,Adam Vinatieri,22,Y,N
7,2013-10-06,CAR,ARI,L 6-22,Graham Gano,22,Y,N
8,2013-10-06,TEN,KAN,L 17-26,Rob Bironas,22,Y,N
9,2013-10-07,NYJ,ATL,W 30-28,Nick Folk,22,Y,N
10,2013-10-13,MIN,CAR,L 10-35,Blair Walsh,22,Y,N
11,2013-10-17,ARI,SEA,L 22-34,Jay Feely,22,Y,N
12,2013-10-20,KAN,HOU,W 17-16,Ryan Succop,22,Y,N
13,2013-11-03,CLE,BAL,W 24-18,Billy Cundiff,22,Y,N
14,2013-11-17,MIA,SDG,W 20-16,Caleb Sturgis,22,Y,N
15,2013-11-24,TEN,OAK,W 23-19,Rob Bironas,22,Y,N
16,2013-12-01,CAR,TAM,W 27-6,Graham Gano,22,Y,N
17,2013-12-08,SFO,SEA,W 19-17,Phil Dawson,22,Y,N
18,2013-12-15,NWE,MIA,L 20-24,Stephen Gostkowski,22,Y,N
19,2013-12-15,CAR,NYJ,W 30-20,Graham Gano,22,Y,N
20,2013-12-22,GNB,PIT,L 31-38,Mason Crosby,22,Y,N
21,2013-12-22,WAS,DAL,L 23-24,Kai Forbath,22,Y,N
22,2013-12-22,BUF,MIA,W 19-0,Dan Carpenter,22,Y,N
23,2013-12-29,SDG,KAN,W 27-24,Nick Novak,22,Y,N
24,2014-01-05,SFO,GNB,W 23-20,Phil Dawson,22,Y,N
25,2014-01-19,SFO,SEA,L 17-23,Phil Dawson,22,Y,N
1,2013-09-12,NWE,NYJ,W 13-10,Stephen Gostkowski,21,Y,N
2,2013-09-15,CLE,BAL,L 6-14,Billy Cundiff,21,Y,N
3,2013-09-15,SFO,SEA,L 3-29,Phil Dawson,21,Y,N
4,2013-09-22,SEA,JAX,W 45-17,Stephen Hauschka,21,Y,N
5,2013-09-22,WAS,DET,L 20-27,John Potter,21,Y,N
6,2013-10-20,HOU,KAN,L 16-17,Randy Bullock,21,Y,N
7,2013-11-03,NYJ,NOR,W 26-20,Nick Folk,21,Y,N
8,2013-11-10,ARI,HOU,W 27-24,Jay Feely,21,Y,N
9,2013-11-17,ARI,JAX,W 27-14,Jay Feely,21,Y,N
10,2013-11-17,BAL,CHI,L 20-23,Justin Tucker,21,Y,N
11,2013-11-17,NOR,SFO,W 23-20,Garrett Hartley,21,Y,N
12,2013-11-17,PIT,DET,W 37-27,Shaun Suisham,21,Y,N
13,2013-11-24,ARI,IND,W 40-11,Jay Feely,21,Y,N
14,2013-11-24,NYG,DAL,L 21-24,Josh Brown,21,Y,N
15,2013-12-15,MIN,PHI,W 48-30,Blair Walsh,21,Y,N
16,2013-12-15,SFO,TAM,W 33-14,Phil Dawson,21,Y,N
17,2013-12-22,BUF,MIA,W 19-0,Dan Carpenter,21,Y,N
18,2013-12-22,NYJ,CLE,W 24-13,Nick Folk,21,Y,N
19,2013-12-22,CLE,NYJ,L 13-24,Billy Cundiff,21,Y,N
20,2014-01-11,IND,NWE,L 22-43,Adam Vinatieri,21,Y,N
1,2013-09-08,NYG,DAL,L 31-36,Josh Brown,20,Y,N
2,2013-09-15,BUF,CAR,W 24-23,Dan Carpenter,20,Y,N
3,2013-09-15,CHI,MIN,W 31-30,Robbie Gould,20,Y,N
4,2013-09-22,ATL,MIA,L 23-27,Matt Bryant,20,Y,N
5,2013-09-22,TEN,SDG,W 20-17,Rob Bironas,20,Y,N
6,2013-10-13,HOU,STL,L 13-38,Randy Bullock,20,Y,N
7,2013-10-13,WAS,DAL,L 16-31,Kai Forbath,20,Y,N
8,2013-10-20,SDG,JAX,W 24-6,Nick Novak,20,Y,N
9,2013-10-20,BUF,MIA,W 23-21,Dan Carpenter,20,Y,N
10,2013-10-27,GNB,MIN,W 44-31,Mason Crosby,20,Y,N
11,2013-10-27,DET,DAL,W 31-30,David Akers,20,Y,N
12,2013-11-03,CAR,ATL,W 34-10,Graham Gano,20,Y,N
13,2013-11-03,NWE,PIT,W 55-31,Stephen Gostkowski,20,Y,N
14,2013-11-07,WAS,MIN,L 27-34,Kai Forbath,20,Y,N
15,2013-11-10,BUF,PIT,L 10-23,Dan Carpenter,20,Y,N
16,2013-11-17,CLE,CIN,L 20-41,Billy Cundiff,20,Y,N
17,2013-11-17,CHI,BAL,W 23-20,Robbie Gould,20,Y,N
18,2013-11-17,KAN,DEN,L 17-27,Ryan Succop,20,Y,N
19,2013-11-24,HOU,JAX,L 6-13,Randy Bullock,20,Y,N
20,2013-11-24,GNB,MIN,T 26-26,Mason Crosby,20,Y,N
21,2013-12-01,NYJ,MIA,L 3-23,Nick Folk,20,Y,N
22,2013-12-02,SEA,NOR,W 34-7,Stephen Hauschka,20,Y,N
23,2013-12-15,ATL,WAS,W 27-26,Matt Bryant,20,Y,N
24,2013-12-22,OAK,SDG,L 13-26,Sebastian Janikowski,20,Y,N
1,2012-10-14,STL,MIA,L 14-17,Greg Zuerlein,66,N,N
1,2012-10-21,OAK,JAX,W 26-23,Sebastian Janikowski,64,N,N
1,2012-09-09,SFO,GNB,W 30-22,David Akers,63,Y,N
1,2012-09-16,WAS,STL,L 28-31,Billy Cundiff,62,N,N
1,2012-10-14,ARI,BUF,L 16-19,Jay Feely,61,Y,N
2,2012-10-28,SEA,DET,L 24-28,Stephen Hauschka,61,N,N
3,2012-12-02,OAK,CLE,L 17-20,Sebastian Janikowski,61,N,N
1,2012-09-30,STL,SEA,W 19-13,Greg Zuerlein,60,Y,N
1,2013-01-12,DEN,BAL,L 35-38,Matt Prater,59,N,N
1,2012-09-30,STL,SEA,W 19-13,Greg Zuerlein,58,Y,N
2,2012-10-21,GNB,STL,W 30-20,Mason Crosby,58,N,N
3,2012-11-11,STL,SFO,T 24-24,Greg Zuerlein,58,N,N
4,2012-11-18,IND,NWE,L 24-59,Adam Vinatieri,58,N,N
5,2012-12-02,STL,SFO,W 16-13,Greg Zuerlein,58,N,N
6,2012-12-09,PHI,TAM,W 23-21,Alex Henery,58,N,N
1,2012-09-30,TAM,WAS,L 22-24,Connor Barth,57,Y,N
2,2012-09-30,WAS,TAM,W 24-22,Billy Cundiff,57,N,N
3,2012-12-09,TEN,IND,L 23-27,Rob Bironas,57,N,N
4,2012-12-16,OAK,KAN,W 15-0,Sebastian Janikowski,57,Y,N
5,2012-12-16,STL,MIN,L 22-36,Greg Zuerlein,57,N,N
1,2012-09-16,BAL,PHI,L 23-24,Justin Tucker,56,Y,N
2,2012-09-23,STL,CHI,L 6-23,Greg Zuerlein,56,Y,N
3,2012-11-25,TAM,ATL,L 23-24,Connor Barth,56,N,N
4,2012-12-23,CIN,PIT,W 13-10,Josh Brown,56,N,N
5,2012-12-23,MIN,HOU,W 23-6,Blair Walsh,56,Y,N
1,2012-09-09,MIN,JAX,W 26-23,Blair Walsh,55,Y,N
2,2012-09-30,SFO,NYJ,W 34-0,David Akers,55,N,N
3,2012-10-07,SDG,NOR,L 24-31,Nick Novak,55,N,N
4,2012-10-14,TAM,KAN,W 38-10,Connor Barth,55,N,N
5,2012-10-14,ATL,OAK,W 23-20,Matt Bryant,55,Y,N
6,2012-11-04,MIN,SEA,L 20-30,Blair Walsh,55,Y,N
7,2012-11-18,DEN,SDG,W 30-23,Matt Prater,55,N,N
8,2012-11-25,GNB,NYG,L 10-38,Mason Crosby,55,N,N
9,2012-11-25,OAK,CIN,L 10-34,Sebastian Janikowski,55,Y,N
10,2012-11-25,CIN,OAK,W 34-10,Mike Nugent,55,Y,N
11,2012-11-29,ATL,NOR,W 23-13,Matt Bryant,55,Y,N
12,2012-12-02,TAM,DEN,L 23-31,Connor Barth,55,Y,N
13,2012-12-09,JAX,NYJ,L 10-17,Josh Scobee,55,N,N
14,2013-01-13,HOU,NWE,L 28-41,Shayne Graham,55,Y,N
1,2012-09-13,GNB,CHI,W 23-10,Mason Crosby,54,Y,N
2,2012-09-23,CHI,STL,W 23-6,Robbie Gould,54,Y,N
3,2012-09-30,NYG,PHI,L 17-19,Lawrence Tynes,54,N,N
4,2012-10-11,PIT,TEN,L 23-26,Shaun Suisham,54,N,N
5,2012-10-21,NYJ,NWE,L 26-29,Nick Folk,54,Y,N
6,2012-10-21,BAL,HOU,L 13-43,Justin Tucker,54,Y,N
7,2012-11-04,DAL,ATL,L 13-19,Dan Bailey,54,N,N
8,2012-11-04,TAM,OAK,W 42-32,Connor Barth,54,N,N
9,2012-11-04,IND,MIA,W 23-20,Adam Vinatieri,54,N,Y
10,2012-12-02,SDG,CIN,L 13-20,Nick Novak,54,N,N
11,2012-12-02,STL,SFO,W 16-13,Greg Zuerlein,54,Y,N
12,2012-12-23,SFO,SEA,L 13-42,David Akers,54,Y,N
13,2012-12-30,CAR,NOR,W 44-38,Graham Gano,54,N,N
14,2012-12-30,MIN,GNB,W 37-34,Blair Walsh,54,Y,N
1,2012-09-16,NWE,ARI,L 18-20,Stephen Gostkowski,53,Y,N
2,2012-09-16,NOR,CAR,L 27-35,Garrett Hartley,53,Y,N
3,2012-09-16,IND,MIN,W 23-20,Adam Vinatieri,53,Y,N
4,2012-09-23,DET,TEN,L 41-44,Jason Hanson,53,Y,N
5,2012-09-23,DEN,HOU,L 25-31,Matt Prater,53,Y,N
6,2012-09-30,DEN,OAK,W 37-6,Matt Prater,53,Y,N
7,2012-10-04,STL,ARI,W 17-3,Greg Zuerlein,53,Y,N
8,2012-10-07,ATL,WAS,W 24-17,Matt Bryant,53,Y,N
9,2012-10-07,MIA,CIN,W 17-13,Dan Carpenter,53,N,N
10,2012-10-07,IND,GNB,W 30-27,Adam Vinatieri,53,N,N
11,2012-11-11,TEN,MIA,W 37-3,Rob Bironas,53,Y,N
12,2012-11-11,DEN,CAR,W 36-14,Matt Prater,53,Y,N
13,2012-12-02,GNB,MIN,W 23-14,Mason Crosby,53,N,N
14,2012-12-02,STL,SFO,W 16-13,Greg Zuerlein,53,Y,N
15,2012-12-09,MIA,SFO,L 13-27,Dan Carpenter,53,Y,N
16,2012-12-09,IND,TEN,W 27-23,Adam Vinatieri,53,Y,N
17,2012-12-16,MIA,JAX,W 24-3,Dan Carpenter,53,Y,N
18,2012-12-16,MIN,STL,W 36-22,Blair Walsh,53,Y,N
19,2012-12-23,CLE,DEN,L 12-34,Phil Dawson,53,Y,N
20,2012-12-23,PIT,CIN,L 10-13,Shaun Suisham,53,N,N
21,2012-12-30,NOR,CAR,L 38-44,Garrett Hartley,53,Y,N
1,2012-09-09,HOU,MIA,W 30-10,Shayne Graham,52,N,N
2,2012-09-16,TAM,NYG,L 34-41,Connor Barth,52,Y,N
3,2012-09-23,MIN,SFO,W 24-13,Blair Walsh,52,Y,N
4,2012-09-27,CLE,BAL,L 16-23,Phil Dawson,52,Y,N
5,2012-10-07,GNB,IND,L 27-30,Mason Crosby,52,N,N
6,2012-10-11,PIT,TEN,L 23-26,Shaun Suisham,52,Y,N
7,2012-10-14,STL,MIA,L 14-17,Greg Zuerlein,52,N,N
8,2012-10-14,SFO,NYG,L 3-26,David Akers,52,N,N
9,2012-10-14,OAK,ATL,L 20-23,Sebastian Janikowski,52,Y,N
10,2012-10-18,SEA,SFO,L 6-13,Stephen Hauschka,52,Y,N
11,2012-10-28,KAN,OAK,L 16-26,Ryan Succop,52,Y,N
12,2012-11-05,NOR,PHI,W 28-13,Garrett Hartley,52,N,N
13,2012-11-29,NOR,ATL,L 13-23,Garrett Hartley,52,Y,N
14,2012-12-02,KAN,CAR,W 27-21,Ryan Succop,52,Y,N
15,2012-12-02,NYJ,ARI,W 7-6,Nick Folk,52,N,N
16,2012-12-02,DET,IND,L 33-35,Jason Hanson,52,Y,N
17,2012-12-09,CIN,DAL,L 19-20,Josh Brown,52,Y,N
18,2012-12-30,HOU,IND,L 16-28,Shayne Graham,52,N,N
19,2013-01-06,IND,BAL,L 9-24,Adam Vinatieri,52,Y,N
1,2012-09-10,OAK,SDG,L 14-22,Sebastian Janikowski,51,Y,N
2,2012-09-16,NWE,ARI,L 18-20,Stephen Gostkowski,51,Y,N
3,2012-09-16,BAL,PHI,L 23-24,Justin Tucker,51,Y,N
4,2012-09-16,MIN,IND,L 20-23,Blair Walsh,51,Y,N
5,2012-09-27,CLE,BAL,L 16-23,Phil Dawson,51,Y,N
6,2012-09-30,MIA,ARI,L 21-24,Dan Carpenter,51,N,N
7,2012-10-07,GNB,IND,L 27-30,Mason Crosby,51,N,N
8,2012-10-14,DAL,BAL,L 29-31,Dan Bailey,51,N,N
9,2012-10-14,HOU,GNB,L 24-42,Shayne Graham,51,Y,N
10,2012-10-18,SEA,SFO,L 6-13,Stephen Hauschka,51,N,N
11,2012-10-21,BAL,HOU,L 13-43,Justin Tucker,51,Y,N
