Rk,Date,Tm,Opp,Result,Player,Dist,Good.,Blk.
12,2015-11-15,KAN,DEN,W 29-13,Cairo Santos,50,Y,N
13,2015-11-26,PHI,DET,L 14-45,Caleb Sturgis,50,N,N
14,2015-11-26,CAR,DAL,W 33-14,Graham Gano,50,Y,N
15,2015-11-26,GNB,CHI,L 13-17,Mason Crosby,50,Y,N
16,2015-12-06,BUF,HOU,W 30-21,Dan Carpenter,50,N,N
17,2015-12-13,CHI,WAS,L 21-24,Robbie Gould,50,N,N
18,2015-12-19,DAL,NYJ,L 16-19,Dan Bailey,50,Y,N
19,2015-12-24,OAK,SDG,W 23-20,Sebastian Janikowski,50,Y,N
20,2015-12-27,BAL,PIT,W 20-17,Justin Tucker,50,Y,N
21,2015-12-27,DAL,BUF,L 6-16,Dan Bailey,50,N,N
22,2015-12-27,CHI,TAM,W 26-21,Robbie Gould,50,Y,N
23,2016-01-03,HOU,JAX,W 30-6,Nick Novak,50,N,N
24,2016-01-03,SDG,DEN,L 20-27,Josh Lambo,50,Y,N
25,2016-01-03,BAL,CIN,L 16-24,Justin Tucker,50,Y,N
1,2015-09-27,STL,PIT,L 6-12,Greg Zuerlein,49,Y,N
2,2015-10-01,PIT,BAL,L 20-23,Josh Scobee,49,N,N
3,2015-10-04,CHI,OAK,W 22-20,Robbie Gould,49,Y,N
4,2015-10-08,HOU,IND,L 20-27,Nick Novak,49,Y,N
5,2015-10-11,NWE,DAL,W 30-6,Stephen Gostkowski,49,Y,N
6,2015-10-18,NYJ,WAS,W 34-20,Nick Folk,49,N,N
7,2015-10-22,SEA,SFO,W 20-3,Stephen Hauschka,49,Y,N
8,2015-11-01,SDG,BAL,L 26-29,Josh Lambo,49,Y,N
9,2015-11-08,CAR,GNB,W 37-29,Graham Gano,49,Y,N
10,2015-11-15,DET,GNB,W 18-16,Matt Prater,49,Y,N
11,2015-11-15,KAN,DEN,W 29-13,Cairo Santos,49,Y,N
12,2015-11-19,TEN,JAX,L 13-19,Ryan Succop,49,Y,N
13,2015-11-26,CAR,DAL,W 33-14,Graham Gano,49,Y,N
14,2015-11-29,IND,TAM,W 25-12,Adam Vinatieri,49,Y,N
15,2015-11-29,KAN,BUF,W 30-22,Cairo Santos,49,Y,N
16,2015-11-30,BAL,CLE,W 33-27,Justin Tucker,49,Y,N
17,2015-12-06,OAK,KAN,L 20-34,Sebastian Janikowski,49,N,N
18,2015-12-13,NWE,HOU,W 27-6,Stephen Gostkowski,49,Y,N
19,2015-12-13,DEN,OAK,L 12-15,Brandon McManus,49,N,N
20,2015-12-20,SEA,CLE,W 30-13,Stephen Hauschka,49,Y,N
21,2015-12-20,TEN,NWE,L 16-33,Ryan Succop,49,Y,N
22,2015-12-20,GNB,OAK,W 30-20,Mason Crosby,49,N,Y
23,2015-12-27,NYJ,NWE,W 26-20,Randy Bullock,49,Y,N
24,2016-01-03,TEN,IND,L 24-30,Ryan Succop,49,Y,N
25,2016-01-03,CAR,TAM,W 38-10,Graham Gano,49,Y,N
26,2016-01-03,BAL,CIN,L 16-24,Justin Tucker,49,Y,N
27,2016-01-03,CHI,DET,L 20-24,Robbie Gould,49,Y,N
28,2016-01-03,IND,TEN,W 30-24,Adam Vinatieri,49,Y,N
29,2016-01-09,KAN,HOU,W 30-0,Cairo Santos,49,Y,N
30,2016-01-09,KAN,HOU,W 30-0,Cairo Santos,49,Y,N
1,2015-09-13,KAN,HOU,W 27-20,Cairo Santos,48,Y,N
2,2015-09-20,MIA,JAX,L 20-23,Andrew Franks,48,Y,N
3,2015-09-20,OAK,BAL,W 37-33,Sebastian Janikowski,48,Y,N
4,2015-09-21,NYJ,IND,W 20-7,Nick Folk,48,N,N
5,2015-09-24,NYG,WAS,W 32-21,Josh Brown,48,Y,N
6,2015-09-27,SEA,CHI,W 26-0,Stephen Hauschka,48,Y,N
7,2015-09-27,DEN,DET,W 24-12,Brandon McManus,48,Y,N
8,2015-10-04,JAX,IND,L 13-16,Jason Myers,48,N,N
9,2015-10-04,NYJ,MIA,W 27-14,Nick Folk,48,Y,N
10,2015-10-08,IND,HOU,W 27-20,Adam Vinatieri,48,Y,N
11,2015-10-11,ATL,WAS,W 25-19,Matt Bryant,48,N,N
12,2015-10-15,NOR,ATL,W 31-21,Zach Hocker,48,N,N
13,2015-10-18,PIT,ARI,W 25-13,Chris Boswell,48,Y,N
14,2015-10-18,KAN,MIN,L 10-16,Cairo Santos,48,Y,N
15,2015-10-25,DAL,NYG,L 20-27,Dan Bailey,48,Y,N
16,2015-11-01,BAL,SDG,W 29-26,Justin Tucker,48,Y,N
17,2015-11-01,MIN,CHI,W 23-20,Blair Walsh,48,Y,N
18,2015-11-01,BAL,SDG,W 29-26,Justin Tucker,48,Y,N
19,2015-11-08,STL,MIN,L 18-21,Greg Zuerlein,48,N,N
20,2015-11-08,MIA,BUF,L 17-33,Andrew Franks,48,Y,N
21,2015-11-15,KAN,DEN,W 29-13,Cairo Santos,48,N,N
22,2015-11-15,CAR,TEN,W 27-10,Graham Gano,48,Y,N
23,2015-11-15,DAL,TAM,L 6-10,Dan Bailey,48,N,N
24,2015-11-15,KAN,DEN,W 29-13,Cairo Santos,48,Y,N
25,2015-11-22,OAK,DET,L 13-18,Sebastian Janikowski,48,Y,N
26,2015-11-22,CAR,WAS,W 44-16,Graham Gano,48,Y,N
27,2015-11-23,BUF,NWE,L 13-20,Dan Carpenter,48,N,N
28,2015-11-26,DAL,CAR,L 14-33,Dan Bailey,48,Y,N
29,2015-11-26,DET,PHI,W 45-14,Matt Prater,48,Y,N
30,2015-12-06,NYG,NYJ,L 20-23,Josh Brown,48,N,N
31,2015-12-06,SDG,DEN,L 3-17,Josh Lambo,48,N,N
32,2015-12-14,NYG,MIA,W 31-24,Josh Brown,48,N,N
33,2015-12-20,NWE,TEN,W 33-16,Stephen Gostkowski,48,N,N
34,2015-12-20,SDG,MIA,W 30-14,Josh Lambo,48,N,N
35,2015-12-24,SDG,OAK,L 20-23,Josh Lambo,48,N,N
36,2016-01-03,PIT,CLE,W 28-12,Chris Boswell,48,N,N
37,2016-01-03,DEN,SDG,W 27-20,Brandon McManus,48,Y,N
38,2016-01-03,NYG,PHI,L 30-35,Josh Brown,48,Y,N
39,2016-01-03,STL,SFO,L 16-19,Greg Zuerlein,48,N,Y
40,2016-01-17,CAR,SEA,W 31-24,Graham Gano,48,Y,N
1,2015-09-13,CAR,JAX,W 20-9,Graham Gano,47,Y,N
2,2015-09-13,HOU,KAN,L 20-27,Randy Bullock,47,Y,N
3,2015-09-14,ATL,PHI,W 26-24,Matt Bryant,47,Y,N
4,2015-09-20,SFO,PIT,L 18-43,Phil Dawson,47,Y,N
5,2015-09-20,SDG,CIN,L 19-24,Josh Lambo,47,N,N
6,2015-09-27,CAR,NOR,W 27-22,Graham Gano,47,Y,N
7,2015-10-04,NYG,BUF,W 24-10,Josh Brown,47,Y,N
8,2015-10-04,DEN,MIN,W 23-20,Brandon McManus,47,Y,N
9,2015-10-11,TAM,JAX,W 38-31,Connor Barth,47,Y,N
10,2015-10-12,PIT,SDG,W 24-20,Chris Boswell,47,Y,N
11,2015-10-18,CIN,BUF,W 34-21,Mike Nugent,47,Y,N
12,2015-10-18,ARI,PIT,L 13-25,Chandler Catanzaro,47,N,N
13,2015-10-18,PIT,ARI,W 25-13,Chris Boswell,47,Y,N
14,2015-10-25,NYG,DAL,W 27-20,Josh Brown,47,Y,N
15,2015-10-25,ATL,TEN,W 10-7,Matt Bryant,47,N,N
16,2015-11-01,OAK,NYJ,W 34-20,Sebastian Janikowski,47,Y,N
17,2015-11-01,SEA,DAL,W 13-12,Stephen Hauschka,47,N,Y
18,2015-11-02,IND,CAR,L 26-29,Adam Vinatieri,47,Y,N
19,2015-11-09,CHI,SDG,W 22-19,Robbie Gould,47,N,N
20,2015-11-12,BUF,NYJ,W 22-17,Dan Carpenter,47,Y,N
21,2015-11-19,TEN,JAX,L 13-19,Ryan Succop,47,Y,N
22,2015-11-22,GNB,MIN,W 30-13,Mason Crosby,47,Y,N
23,2015-11-22,BAL,STL,W 16-13,Justin Tucker,47,Y,N
24,2015-11-29,DEN,NWE,W 30-24,Brandon McManus,47,N,N
25,2015-11-29,NWE,DEN,L 24-30,Stephen Gostkowski,47,Y,N
26,2015-12-06,ATL,TAM,L 19-23,Shayne Graham,47,Y,N
27,2015-12-06,CLE,CIN,L 3-37,Travis Coons,47,N,Y
28,2015-12-06,PIT,IND,W 45-10,Chris Boswell,47,N,N
29,2015-12-06,CLE,CIN,L 3-37,Travis Coons,47,Y,N
30,2015-12-10,ARI,MIN,W 23-20,Chandler Catanzaro,47,Y,N
31,2015-12-13,WAS,CHI,W 24-21,Dustin Hopkins,47,Y,N
32,2015-12-13,TAM,NOR,L 17-24,Connor Barth,47,N,N
33,2015-12-13,NYJ,TEN,W 30-8,Randy Bullock,47,Y,N
34,2015-12-13,PIT,CIN,W 33-20,Chris Boswell,47,Y,N
35,2015-12-24,SDG,OAK,L 20-23,Josh Lambo,47,Y,N
36,2015-12-27,CAR,ATL,L 13-20,Graham Gano,47,Y,N
37,2016-01-10,MIN,SEA,L 9-10,Blair Walsh,47,Y,N
38,2016-01-17,PIT,DEN,L 16-23,Chris Boswell,47,Y,N
1,2015-09-10,PIT,NWE,L 21-28,Josh Scobee,46,N,N
2,2015-09-13,WAS,MIA,L 10-17,Kai Forbath,46,N,N
3,2015-09-20,NWE,BUF,W 40-32,Stephen Gostkowski,46,Y,N
4,2015-09-20,WAS,STL,W 24-10,Dustin Hopkins,46,Y,N
5,2015-09-20,PHI,DAL,L 10-20,Cody Parkey,46,Y,N
6,2015-09-20,OAK,BAL,W 37-33,Sebastian Janikowski,46,Y,N
7,2015-09-21,NYJ,IND,W 20-7,Nick Folk,46,Y,N
8,2015-09-27,NWE,JAX,W 51-17,Stephen Gostkowski,46,Y,N
9,2015-09-27,NWE,JAX,W 51-17,Stephen Gostkowski,46,Y,N
10,2015-10-04,SDG,CLE,W 30-27,Josh Lambo,46,Y,N
11,2015-10-22,SEA,SFO,W 20-3,Stephen Hauschka,46,Y,N
12,2015-10-25,NWE,NYJ,W 30-23,Stephen Gostkowski,46,Y,N
13,2015-11-08,NOR,TEN,L 28-34,Kai Forbath,46,N,Y
14,2015-11-15,TAM,DAL,W 10-6,Connor Barth,46,N,N
15,2015-11-15,SEA,ARI,L 32-39,Stephen Hauschka,46,Y,N
16,2015-11-22,ATL,IND,L 21-24,Matt Bryant,46,N,N
17,2015-11-22,CHI,DEN,L 15-17,Robbie Gould,46,Y,N
18,2015-12-07,WAS,DAL,L 16-19,Dustin Hopkins,46,Y,N
19,2015-12-13,KAN,SDG,W 10-3,Cairo Santos,46,N,N
20,2015-12-13,JAX,IND,W 51-16,Jason Myers,46,Y,N
21,2015-12-13,CIN,PIT,L 20-33,Mike Nugent,46,Y,N
22,2015-12-20,HOU,IND,W 16-10,Nick Novak,46,Y,N
23,2015-12-20,ATL,JAX,W 23-17,Shayne Graham,46,Y,N
24,2015-12-27,DAL,BUF,L 6-16,Dan Bailey,46,Y,N
25,2016-01-03,MIA,NWE,W 20-10,Andrew Franks,46,N,N
26,2016-01-03,NWE,MIA,L 10-20,Stephen Gostkowski,46,N,N
27,2016-01-10,SEA,MIN,W 10-9,Stephen Hauschka,46,Y,N
28,2016-01-24,NWE,DEN,L 18-20,Stephen Gostkowski,46,Y,N
1,2015-09-13,NOR,ARI,L 19-31,Zach Hocker,45,Y,N
2,2015-09-13,WAS,MIA,L 10-17,Kai Forbath,45,Y,N
3,2015-09-13,BUF,IND,W 27-14,Dan Carpenter,45,Y,N
4,2015-09-27,SEA,CHI,W 26-0,Stephen Hauschka,45,Y,N
5,2015-10-01,PIT,BAL,L 20-23,Josh Scobee,45,Y,N
6,2015-10-04,SDG,CLE,W 30-27,Josh Lambo,45,Y,N
7,2015-10-11,TAM,JAX,W 38-31,Connor Barth,45,Y,N
8,2015-10-18,BAL,SFO,L 20-25,Justin Tucker,45,N,N
9,2015-10-18,MIN,KAN,W 16-10,Blair Walsh,45,Y,N
10,2015-10-18,MIN,KAN,W 16-10,Blair Walsh,45,Y,N
11,2015-10-25,TAM,WAS,L 30-31,Connor Barth,45,Y,N
12,2015-11-01,BAL,SDG,W 29-26,Justin Tucker,45,Y,N
13,2015-11-01,CIN,PIT,W 16-10,Mike Nugent,45,Y,N
14,2015-11-08,STL,MIN,L 18-21,Greg Zuerlein,45,Y,N
15,2015-11-08,JAX,NYJ,L 23-28,Jason Myers,45,Y,N
16,2015-11-15,TEN,CAR,L 10-27,Ryan Succop,45,Y,N
17,2015-11-15,JAX,BAL,W 22-20,Jason Myers,45,Y,N
18,2015-12-07,WAS,DAL,L 16-19,Dustin Hopkins,45,Y,N
19,2015-12-13,HOU,NWE,L 6-27,Nick Novak,45,Y,N
20,2015-12-13,PHI,BUF,W 23-20,Caleb Sturgis,45,Y,N
21,2015-12-13,PIT,CIN,W 33-20,Chris Boswell,45,Y,N
22,2015-12-19,NYJ,DAL,W 19-16,Randy Bullock,45,N,N
23,2015-12-21,NOR,DET,L 27-35,Kai Forbath,45,Y,N
24,2015-12-24,SDG,OAK,L 20-23,Josh Lambo,45,Y,N
25,2015-12-27,CLE,KAN,L 13-17,Travis Coons,45,Y,N
26,2015-12-27,SFO,DET,L 17-32,Phil Dawson,45,N,N
27,2015-12-28,CIN,DEN,L 17-20,Mike Nugent,45,N,N
28,2015-12-28,DEN,CIN,W 20-17,Brandon McManus,45,N,N
29,2016-01-03,ATL,NOR,L 17-20,Shayne Graham,45,N,Y
30,2016-01-17,DEN,PIT,W 23-16,Brandon McManus,45,Y,N
31,2016-01-24,CAR,ARI,W 49-15,Graham Gano,45,Y,N
1,2015-09-10,PIT,NWE,L 21-28,Josh Scobee,44,N,N
2,2015-09-10,PIT,NWE,L 21-28,Josh Scobee,44,Y,N
3,2015-09-13,JAX,CAR,L 9-20,Jason Myers,44,N,N
4,2015-09-13,BAL,DEN,L 13-19,Justin Tucker,44,Y,N
5,2015-09-13,CHI,GNB,L 23-31,Robbie Gould,44,Y,N
6,2015-09-14,ATL,PHI,W 26-24,Matt Bryant,44,Y,N
7,2015-09-14,PHI,ATL,L 24-26,Cody Parkey,44,N,N
8,2015-09-14,MIN,SFO,L 3-20,Blair Walsh,44,N,N
9,2015-09-20,GNB,SEA,W 27-17,Mason Crosby,44,Y,N
10,2015-09-20,NYG,ATL,L 20-24,Josh Brown,44,Y,N
11,2015-09-24,WAS,NYG,L 21-32,Dustin Hopkins,44,Y,N
12,2015-09-28,GNB,KAN,W 38-28,Mason Crosby,44,Y,N
13,2015-10-04,CIN,KAN,W 36-21,Mike Nugent,44,N,N
14,2015-10-04,GNB,SFO,W 17-3,Mason Crosby,44,N,N
15,2015-10-11,CHI,KAN,W 18-17,Robbie Gould,44,Y,N
16,2015-10-25,CLE,STL,L 6-24,Travis Coons,44,Y,N
17,2015-10-25,SDG,OAK,L 29-37,Josh Lambo,44,Y,N
18,2015-10-26,BAL,ARI,L 18-26,Justin Tucker,44,Y,N
19,2015-11-01,CIN,PIT,W 16-10,Mike Nugent,44,Y,N
20,2015-11-01,CIN,PIT,W 16-10,Mike Nugent,44,Y,N
21,2015-11-01,TEN,HOU,L 6-20,Ryan Succop,44,Y,N
22,2015-11-08,NYG,TAM,W 32-18,Josh Brown,44,Y,N
23,2015-11-08,SFO,ATL,W 17-16,Phil Dawson,44,Y,N
24,2015-11-08,ATL,SFO,L 16-17,Matt Bryant,44,Y,N
25,2015-11-08,DAL,PHI,L 27-33,Dan Bailey,44,Y,N
26,2015-11-15,GNB,DET,L 16-18,Mason Crosby,44,Y,N
27,2015-11-29,IND,TAM,W 25-12,Adam Vinatieri,44,Y,N
28,2015-11-29,PIT,SEA,L 30-39,Chris Boswell,44,Y,N
29,2015-12-06,CIN,CLE,W 37-3,Mike Nugent,44,Y,N
30,2015-12-10,MIN,ARI,L 20-23,Blair Walsh,44,Y,N
31,2015-12-13,SFO,CLE,L 10-24,Phil Dawson,44,Y,N
32,2015-12-27,NWE,NYJ,L 20-26,Stephen Gostkowski,44,Y,N
33,2016-01-03,STL,SFO,L 16-19,Greg Zuerlein,44,Y,N
34,2016-02-07,CAR,DEN,L 10-24,Graham Gano,44,N,N
1,2015-09-13,DEN,BAL,W 19-13,Brandon McManus,43,Y,N
2,2015-09-13,ARI,NOR,W 31-19,Chandler Catanzaro,43,Y,N
3,2015-09-13,CAR,JAX,W 20-9,Graham Gano,43,Y,N
4,2015-09-13,CAR,JAX,W 20-9,Graham Gano,43,N,Y
5,2015-09-20,HOU,CAR,L 17-24,Randy Bullock,43,Y,N
6,2015-09-27,HOU,TAM,W 19-9,Randy Bullock,43,N,N
7,2015-10-04,TAM,CAR,L 23-37,Kyle Brindza,43,N,N
8,2015-10-11,CLE,BAL,W 33-30,Travis Coons,43,Y,N
9,2015-10-11,CLE,BAL,W 33-30,Travis Coons,43,Y,N
10,2015-10-11,SFO,NYG,L 27-30,Phil Dawson,43,Y,N
11,2015-10-18,SEA,CAR,L 23-27,Stephen Hauschka,43,Y,N
12,2015-11-01,MIN,CHI,W 23-20,Blair Walsh,43,Y,N
13,2015-11-08,TAM,NYG,L 18-32,Connor Barth,43,N,N
14,2015-11-08,CAR,GNB,W 37-29,Graham Gano,43,N,N
15,2015-11-08,BUF,MIA,W 33-17,Dan Carpenter,43,Y,N
16,2015-11-08,IND,DEN,W 27-24,Adam Vinatieri,43,Y,N
17,2015-11-15,ARI,SEA,W 39-32,Chandler Catanzaro,43,Y,N
18,2015-11-15,ARI,SEA,W 39-32,Chandler Catanzaro,43,Y,N
19,2015-11-22,CIN,ARI,L 31-34,Mike Nugent,43,Y,N
20,2015-11-22,PHI,TAM,L 17-45,Caleb Sturgis,43,Y,N
21,2015-11-22,IND,ATL,W 24-21,Adam Vinatieri,43,Y,N
22,2015-11-26,CAR,DAL,W 33-14,Graham Gano,43,Y,N
23,2015-11-26,CAR,DAL,W 33-14,Graham Gano,43,N,Y
24,2015-12-07,WAS,DAL,L 16-19,Dustin Hopkins,43,N,N
25,2015-12-13,NWE,HOU,W 27-6,Stephen Gostkowski,43,Y,N
26,2015-12-13,OAK,DEN,W 15-12,Sebastian Janikowski,43,N,N
27,2015-12-20,CAR,NYG,W 38-35,Graham Gano,43,Y,N
28,2015-12-20,NWE,TEN,W 33-16,Stephen Gostkowski,43,Y,N
29,2015-12-27,ATL,CAR,W 20-13,Shayne Graham,43,N,N
30,2016-01-03,JAX,HOU,L 6-30,Jason Myers,43,Y,N
31,2016-01-03,GNB,MIN,L 13-20,Mason Crosby,43,Y,N
32,2016-01-10,GNB,WAS,W 35-18,Mason Crosby,43,Y,N
33,2016-01-10,MIN,SEA,L 9-10,Blair Walsh,43,Y,N
34,2016-01-17,PIT,DEN,L 16-23,Chris Boswell,43,Y,N
1,2015-09-20,ATL,NYG,W 24-20,Matt Bryant,42,Y,N
2,2015-09-20,MIA,JAX,L 20-23,Andrew Franks,42,N,N
3,2015-09-20,NOR,TAM,L 19-26,Zach Hocker,42,N,N
4,2015-10-01,BAL,PIT,W 23-20,Justin Tucker,42,Y,N
5,2015-10-04,ARI,STL,L 22-24,Chandler Catanzaro,42,Y,N
6,2015-10-04,TAM,CAR,L 23-37,Kyle Brindza,42,Y,N
7,2015-10-08,IND,HOU,W 27-20,Adam Vinatieri,42,Y,N
8,2015-10-11,CIN,SEA,W 27-24,Mike Nugent,42,Y,N
9,2015-10-11,STL,GNB,L 10-24,Greg Zuerlein,42,Y,N
10,2015-10-11,ATL,WAS,W 25-19,Matt Bryant,42,Y,N
11,2015-10-18,SFO,BAL,W 25-20,Phil Dawson,42,Y,N
12,2015-11-01,SDG,BAL,L 26-29,Josh Lambo,42,Y,N
13,2015-11-01,CIN,PIT,W 16-10,Mike Nugent,42,N,Y
14,2015-11-02,CAR,IND,W 29-26,Graham Gano,42,Y,N
15,2015-11-15,MIA,PHI,W 20-19,Andrew Franks,42,Y,N
16,2015-11-15,DAL,TAM,L 6-10,Dan Bailey,42,Y,N
17,2015-11-16,CIN,HOU,L 6-10,Mike Nugent,42,Y,N
18,2015-11-22,GNB,MIN,W 30-13,Mason Crosby,42,Y,N
19,2015-11-22,CAR,WAS,W 44-16,Graham Gano,42,Y,N
20,2015-11-22,GNB,MIN,W 30-13,Mason Crosby,42,Y,N
21,2015-12-03,DET,GNB,L 23-27,Matt Prater,42,Y,N
22,2015-12-06,PIT,IND,W 45-10,Chris Boswell,42,Y,N
23,2015-12-13,CLE,SFO,W 24-10,Travis Coons,42,N,Y
24,2015-12-13,NYJ,TEN,W 30-8,Randy Bullock,42,Y,N
25,2015-12-13,PIT,CIN,W 33-20,Chris Boswell,42,Y,N
26,2015-12-13,SDG,KAN,L 3-10,Josh Lambo,42,N,N
27,2015-12-20,JAX,ATL,L 17-23,Jason Myers,42,Y,N
28,2015-12-20,NWE,TEN,W 33-16,Stephen Gostkowski,42,Y,N
29,2015-12-27,STL,SEA,W 23-17,Greg Zuerlein,42,Y,N
30,2016-01-03,BUF,NYJ,W 22-17,Dan Carpenter,42,Y,N
31,2016-01-03,SDG,DEN,L 20-27,Josh Lambo,42,Y,N
1,2015-09-13,BUF,IND,W 27-14,Dan Carpenter,41,Y,N
2,2015-09-14,ATL,PHI,W 26-24,Matt Bryant,41,Y,N
3,2015-09-20,MIA,JAX,L 20-23,Andrew Franks,41,Y,N
4,2015-09-27,TAM,HOU,L 9-19,Kyle Brindza,41,N,N
5,2015-09-27,PIT,STL,W 12-6,Josh Scobee,41,Y,N
6,2015-09-27,CLE,OAK,L 20-27,Travis Coons,41,Y,N
7,2015-10-01,PIT,BAL,L 20-23,Josh Scobee,41,N,N
8,2015-10-04,OAK,CHI,L 20-22,Sebastian Janikowski,41,Y,N
9,2015-10-05,DET,SEA,L 10-13,Matt Prater,41,Y,N
10,2015-10-11,PHI,NOR,W 39-17,Caleb Sturgis,41,Y,N
11,2015-10-11,NYG,SFO,W 30-27,Josh Brown,41,Y,N
12,2015-10-11,TEN,BUF,L 13-14,Ryan Succop,41,Y,N
13,2015-10-18,HOU,JAX,W 31-20,Nick Novak,41,Y,N
14,2015-11-08,DAL,PHI,L 27-33,Dan Bailey,41,Y,N
15,2015-11-08,PIT,OAK,W 38-35,Chris Boswell,41,N,N
16,2015-11-12,BUF,NYJ,W 22-17,Dan Carpenter,41,Y,N
17,2015-11-22,DET,OAK,W 18-13,Matt Prater,41,Y,N
18,2015-11-29,NYJ,MIA,W 38-20,Randy Bullock,41,Y,N
19,2015-11-29,ARI,SFO,W 19-13,Chandler Catanzaro,41,Y,N
20,2015-11-29,WAS,NYG,W 20-14,Dustin Hopkins,41,Y,N
21,2015-12-03,GNB,DET,W 27-23,Mason Crosby,41,N,N
22,2015-12-13,DEN,OAK,L 12-15,Brandon McManus,41,Y,N
23,2015-12-13,PHI,BUF,W 23-20,Caleb Sturgis,41,Y,N
24,2015-12-20,PIT,DEN,W 34-27,Chris Boswell,41,Y,N
25,2015-12-20,SFO,CIN,L 14-24,Phil Dawson,41,N,Y
26,2016-01-03,NOR,ATL,W 20-17,Kai Forbath,41,Y,N
27,2016-01-17,DEN,PIT,W 23-16,Brandon McManus,41,Y,N
28,2016-01-17,DEN,PIT,W 23-16,Brandon McManus,41,Y,N
1,2015-09-13,NYG,DAL,L 26-27,Josh Brown,40,Y,N
2,2015-09-20,CHI,ARI,L 23-48,Robbie Gould,40,Y,N
3,2015-09-20,SDG,CIN,L 19-24,Josh Lambo,40,Y,N
4,2015-09-27,JAX,NWE,L 17-51,Jason Myers,40,Y,N
5,2015-10-01,BAL,PIT,W 23-20,Justin Tucker,40,Y,N
6,2015-10-04,CLE,SDG,L 27-30,Travis Coons,40,Y,N
7,2015-10-04,KAN,CIN,L 21-36,Cairo Santos,40,Y,N
8,2015-10-04,KAN,CIN,L 21-36,Cairo Santos,40,Y,N
9,2015-10-04,NYJ,MIA,W 27-14,Nick Folk,40,N,N
10,2015-10-11,DET,ARI,L 17-42,Matt Prater,40,Y,N
11,2015-10-11,OAK,DEN,L 10-16,Sebastian Janikowski,40,N,N
12,2015-10-12,SDG,PIT,L 20-24,Josh Lambo,40,Y,N
13,2015-10-18,NWE,IND,W 34-27,Stephen Gostkowski,40,Y,N
14,2015-10-25,SDG,OAK,L 29-37,Josh Lambo,40,Y,N
15,2015-11-01,NYJ,OAK,L 20-34,Nick Folk,40,Y,N
16,2015-11-01,STL,SFO,W 27-6,Greg Zuerlein,40,N,Y
17,2015-11-08,MIN,STL,W 21-18,Blair Walsh,40,Y,N
18,2015-11-15,WAS,NOR,W 47-14,Dustin Hopkins,40,Y,N
19,2015-11-22,GNB,MIN,W 30-13,Mason Crosby,40,Y,N
20,2015-11-22,NYJ,HOU,L 17-24,Randy Bullock,40,Y,N
21,2015-12-06,CHI,SFO,L 20-26,Robbie Gould,40,Y,N
22,2015-12-06,CIN,CLE,W 37-3,Mike Nugent,40,Y,N
23,2015-12-06,CHI,SFO,L 20-26,Robbie Gould,40,N,N
24,2015-12-13,BUF,PHI,L 20-23,Dan Carpenter,40,Y,N
25,2015-12-13,KAN,SDG,W 10-3,Cairo Santos,40,Y,N
26,2015-12-19,NYJ,DAL,W 19-16,Randy Bullock,40,Y,N
27,2015-12-27,SFO,DET,L 17-32,Phil Dawson,40,Y,N
28,2015-12-27,KAN,CLE,W 17-13,Cairo Santos,40,Y,N
29,2016-01-03,NYJ,BUF,L 17-22,Randy Bullock,40,N,N
30,2016-01-03,SEA,ARI,W 36-6,Stephen Hauschka,40,N,N
31,2016-01-16,NWE,KAN,W 27-20,Stephen Gostkowski,40,Y,N
1,2015-09-14,ATL,PHI,W 26-24,Matt Bryant,39,Y,N
2,2015-09-27,HOU,TAM,W 19-9,Randy Bullock,39,Y,N
3,2015-10-04,DEN,MIN,W 23-20,Brandon McManus,39,Y,N
4,2015-10-11,PHI,NOR,W 39-17,Caleb Sturgis,39,Y,N
5,2015-10-18,NYJ,WAS,W 34-20,Nick Folk,39,Y,N
6,2015-10-18,DET,CHI,W 37-34,Matt Prater,39,Y,N
7,2015-10-18,ARI,PIT,L 13-25,Chandler Catanzaro,39,Y,N
8,2015-10-18,CIN,BUF,W 34-21,Mike Nugent,39,Y,N
9,2015-10-18,DEN,CLE,W 26-23,Brandon McManus,39,Y,N
10,2015-10-19,PHI,NYG,W 27-7,Caleb Sturgis,39,Y,N
11,2015-10-25,STL,CLE,W 24-6,Greg Zuerlein,39,Y,N
12,2015-11-01,BAL,SDG,W 29-26,Justin Tucker,39,Y,N
13,2015-11-02,CAR,IND,W 29-26,Graham Gano,39,Y,N
14,2015-11-08,JAX,NYJ,L 23-28,Jason Myers,39,Y,N
15,2015-11-15,MIN,OAK,W 30-14,Blair Walsh,39,N,Y
16,2015-11-16,CIN,HOU,L 6-10,Mike Nugent,39,Y,N
17,2015-11-29,MIN,ATL,W 20-10,Blair Walsh,39,Y,N
18,2015-12-13,TAM,NOR,L 17-24,Connor Barth,39,Y,N
19,2015-12-27,CHI,TAM,W 26-21,Robbie Gould,39,Y,N
20,2016-01-03,MIN,GNB,W 20-13,Blair Walsh,39,Y,N
21,2016-01-03,PIT,CLE,W 28-12,Chris Boswell,39,Y,N
22,2016-01-03,NYJ,BUF,L 17-22,Randy Bullock,39,Y,N
23,2016-01-03,TAM,CAR,L 10-38,Connor Barth,39,Y,N
24,2016-01-03,CLE,PIT,L 12-28,Travis Coons,39,Y,N
25,2016-01-09,PIT,CIN,W 18-16,Chris Boswell,39,Y,N
26,2016-02-07,CAR,DEN,L 10-24,Graham Gano,39,Y,N
1,2015-09-20,NYG,ATL,L 20-24,Josh Brown,38,Y,N
2,2015-09-27,TEN,IND,L 33-35,Ryan Succop,38,Y,N
